experiment,task,seed,dims,n_train,n_cal,n_test,shift,holes_label,model,model_params,calib_classification,calib_regression,alpha,calib_thresholded,t_values,knn_k,de_weights,ablation,sigma_bin,coverage,avg_width
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,none,dt,"{""max_depth"": 6}",,cross_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,2,0.7852941176470588,1.8145267320748544
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.0,large,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,0,0.9939393939393939,2.1767934004931564
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.0,large,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,1,0.7666666666666667,2.1767934004931564
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.0,large,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,2,0.861764705882353,2.176793400493157
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,0,0.9696969696969697,1.6783734593010549
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,1,0.8636363636363636,1.6783734593010553
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,small,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,2,0.7617647058823529,1.6783734593010549
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,large,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,0,1.0,2.1767934004931564
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,large,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,1,0.8151515151515152,2.1767934004931564
ce_uncertainty_v1,regression,0,2,1000,100,1000,0.2,large,dt,"{""max_depth"": 6}",,split_cp,0.1,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,2,0.8205882352941176,2.176793400493157
