experiment,task,seed,dims,n_train,n_cal,n_test,shift,holes_label,model,model_params,calib_classification,calib_regression,alpha,calib_thresholded,t_values,knn_k,de_weights,run_dir,baseline,ece
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_31c33323,surrogate_tree,0.05253515254089224
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_7fffbe33,stump_on_proba,0.039119719587709254
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_7fffbe33,surrogate_tree,0.05284971279673563
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_a72ef2c7,stump_on_proba,0.038822657450071615
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_a72ef2c7,surrogate_tree,0.03391815769617112
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_cd5d0bec,stump_on_proba,0.026602604980388814
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_cd5d0bec,surrogate_tree,0.058762697331422746
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_db2fc354,stump_on_proba,0.03813522785458694
ce_uncertainty_v1,classification,1,2,1000,100,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal100_modelrf_db2fc354,surrogate_tree,0.03846077942322762
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_0941cc71,stump_on_proba,0.03823847926267327
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_0941cc71,surrogate_tree,0.048292197604534265
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_5db2fe2c,stump_on_proba,0.003938972311706415
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_5db2fe2c,surrogate_tree,0.03535504126288268
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_932d3735,stump_on_proba,0.027440231884064296
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_932d3735,surrogate_tree,0.060134097056597204
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_987c71ce,stump_on_proba,0.03823847926267327
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_987c71ce,surrogate_tree,0.04011517995128771
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_a19374d1,stump_on_proba,0.027440231884064296
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_a19374d1,surrogate_tree,0.050794046302753346
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_ada32b67,stump_on_proba,0.003938972311706415
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modeldt_ada32b67,surrogate_tree,0.055823667664347945
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_018cc3d3,stump_on_proba,0.027181781776933756
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_018cc3d3,surrogate_tree,0.03766266893769611
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_199546e4,stump_on_proba,0.0417989042498718
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_199546e4,surrogate_tree,0.04770217104395702
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_444d3b36,stump_on_proba,0.003936795778788591
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_444d3b36,surrogate_tree,0.04918854504767972
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_80ce4468,stump_on_proba,0.0036890097584327125
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_80ce4468,surrogate_tree,0.045318903767786356
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_98d18129,stump_on_proba,0.02689961335853739
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_98d18129,surrogate_tree,0.033746850070349485
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_bf7c001a,stump_on_proba,0.0368355299539221
ce_uncertainty_v1,classification,1,2,1000,200,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal200_modelrf_bf7c001a,surrogate_tree,0.03729385454846065
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_16d09b41,stump_on_proba,0.023576088726086367
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_16d09b41,surrogate_tree,0.03431783417737733
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_1a555976,stump_on_proba,0.023576088726086367
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_1a555976,surrogate_tree,0.05135337580417426
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_55bf8ee4,stump_on_proba,0.008634536610341328
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_55bf8ee4,surrogate_tree,0.04859198314180634
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_8b7136ec,stump_on_proba,0.008634536610341328
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_8b7136ec,surrogate_tree,0.04641892389767967
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_ad23d9ce,stump_on_proba,0.011174920634923846
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_ad23d9ce,surrogate_tree,0.03850676272089861
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_c67045bb,stump_on_proba,0.011174920634923395
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modeldt_c67045bb,surrogate_tree,0.034934369961172246
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_0fcd8e19,stump_on_proba,0.020555307081809526
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_0fcd8e19,surrogate_tree,0.052667183481411514
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_178d4b2d,stump_on_proba,0.010751255555558269
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_178d4b2d,surrogate_tree,0.0382370508716757
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_42adc6e1,stump_on_proba,0.0218851497761449
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_42adc6e1,surrogate_tree,0.03163396434656355
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_5fbbdf33,stump_on_proba,0.009765020634918159
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_5fbbdf33,surrogate_tree,0.032891070490126566
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_7848952a,stump_on_proba,0.0062821944862126704
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_7848952a,surrogate_tree,0.03502932391419358
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_c1743555,stump_on_proba,0.008385752688170175
ce_uncertainty_v1,classification,1,2,1000,50,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed1_dims2_ncal50_modelrf_c1743555,surrogate_tree,0.05500795833744377
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_0386fcb1,stump_on_proba,0.028323452862933182
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_0386fcb1,surrogate_tree,0.04816700193271602
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_3dbc5db3,stump_on_proba,0.028423695221319354
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_3dbc5db3,surrogate_tree,0.041482383907472324
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_4f8ff4d2,stump_on_proba,0.028323452862933182
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_4f8ff4d2,surrogate_tree,0.027575123380802088
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_644eccd6,stump_on_proba,0.02293230033593016
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_644eccd6,surrogate_tree,0.027771194995641842
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_a93288de,stump_on_proba,0.02293230033593016
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_a93288de,surrogate_tree,0.029190785021787416
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_d4122a91,stump_on_proba,0.028423695221319354
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modeldt_d4122a91,surrogate_tree,0.03616831646551105
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_150c6ee6,stump_on_proba,0.02096663816844455
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_150c6ee6,surrogate_tree,0.019003293362259855
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_3b807da4,stump_on_proba,0.027523488816144644
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_3b807da4,surrogate_tree,0.03368591910974928
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_7a088d77,stump_on_proba,0.025676418931941836
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_7a088d77,surrogate_tree,0.043394880397591
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_a12fa8e7,stump_on_proba,0.027084338970717242
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_a12fa8e7,surrogate_tree,0.03958100374296725
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_ab7c5c63,stump_on_proba,0.019908736343550375
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_ab7c5c63,surrogate_tree,0.026251293847963295
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_bbcc62ea,stump_on_proba,0.024720449842554684
ce_uncertainty_v1,classification,2,2,1000,100,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal100_modelrf_bbcc62ea,surrogate_tree,0.022452003817065462
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_0c3918fd,stump_on_proba,0.04034885217319366
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.0,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_0c3918fd,surrogate_tree,0.053633391870687386
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_6b2865ca,stump_on_proba,0.012577811911658503
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.0,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_6b2865ca,surrogate_tree,0.034072238097984764
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_7f950bc1,stump_on_proba,0.0012841317365240904
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_7f950bc1,surrogate_tree,0.03012162300660471
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_902d83dd,stump_on_proba,0.04034885217319366
ce_uncertainty_v1,classification,2,2,1000,200,1000,0.2,large,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",run_classification_seed2_dims2_ncal200_modeldt_902d83dd,surrogate_tree,0.061083829715753185
