experiment,task,seed,dims,n_train,n_cal,n_test,shift,holes_label,model,model_params,calib_classification,calib_regression,alpha,calib_thresholded,t_values,knn_k,de_weights,ablation,run_dir,delta_ece_weight_high_low,faith_delta_density_in,faith_delta_density_out,faith_delta_eta_in,faith_delta_eta_out,auc_adv_de_vs_eta,auc_adv_de_vs_random,stability_delta_density,stability_delta_eta
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,none,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modeldt_ea22e294,-0.1112256705210169,0.04138408968278324,0.06632723210935831,nan,nan,-0.03063749999999993,-0.008774999999999977,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modeldt_f0ebc608,-0.11214663031823469,0.010155968608838994,0.01922703960029215,nan,nan,-0.021412499999999945,0.0022500000000000853,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,small,dt,"{""max_depth"": 6}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modeldt_f3b03fa1,-0.061119587101562116,0.03206856187290971,-0.0037641893035001983,nan,nan,-0.02403749999999999,-0.003037500000000082,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_0ed632bb,-0.004628341168454772,-0.0017764109926298732,-0.02020853989232918,nan,nan,0.011362499999999887,0.03817499999999985,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_1222cf70,-0.02531484271133697,0.02637701262363741,0.025282758532091942,nan,nan,-0.0034875000000000878,0.034725000000000006,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_228d5c2c,-0.061011369232191026,0.057934764871116116,-0.019355502247596967,nan,nan,0.004537499999999972,0.039000000000000035,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,run_classification_seed0_dims2_ncal200_modelrf_2bfad14b,-0.007458571838613658,0.027407558844937674,-0.036077078677940966,nan,nan,-0.007087499999999858,0.018450000000000077,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_507ed1ae,0.015524255659856566,-0.04807334711648188,0.010803954561833362,-0.1925419443808512,0.16779733603448432,0.011962500000000098,0.02220000000000011,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,run_classification_seed0_dims2_ncal200_modelrf_66ba3a4f,-0.021875047257749615,0.03942741220482662,0.0028215220777838557,nan,nan,-0.0016125000000000167,0.03225,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_75bddb86,-0.01027403829626914,0.0042761803041933,0.026078218122105867,nan,nan,-0.006450000000000067,0.033412499999999956,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,run_classification_seed0_dims2_ncal200_modelrf_78acaeec,-0.025167083170551045,0.0025497189645983243,-0.04729890056509234,nan,nan,0.011812500000000059,0.038137500000000046,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,small,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_81eaddb3,-0.02468436853869057,0.020756619178020505,-0.0515172660765309,-0.17760558804025864,0.23981569600908192,0.0024375000000000924,0.0348750000000001,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,large,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",,run_classification_seed0_dims2_ncal200_modelrf_8768b7a5,-0.06370361306600676,0.046106353872363455,0.006154376703830566,nan,nan,-0.0013124999999998832,0.02838750000000012,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.2,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,run_classification_seed0_dims2_ncal200_modelrf_8f83d92e,-0.015604689299258984,-0.02957610885766014,0.020012193369023157,-0.08147775718306487,0.1394826911860274,0.0019125000000000392,0.02144999999999997,0.0,0.0
ce_uncertainty_v1,classification,0,2,1000,200,1000,0.0,none,rf,"{""max_depth"": null, ""n_estimators"": 100}",venn_abers,,,,null,30,"{""disagreement"": 0.3, ""inv_density"": 0.2, ""nonconformity"": 0.5}",none,run_classification_seed0_dims2_ncal200_modelrf_b18ac14d,-0.029715057762326108,0.013507706470348213,0.028298960949205365,nan,nan,0.007987499999999925,0.027824999999999933,0.0,0.0
